date;opération;stratégie;symbol;sens;date ouv.;date signal;volume;prix ouv;prix actuel;prix ferm;prix_clot;commis;profit;p reel;messag
2025-11-22 03:18:15.260948;Close OK. order_send(): by;pmxRKO;ETHUSD;buy;2025-11-22 02:31:00;2025-11-22 01:31:00;1.0;2759.28;2752.42;2752.42;2752.57;0.00;-5.96;-5.83;norm
2025-11-22 04:08:09.237478;Close OK. order_send(): by;pmxRKO;ETHUSD;sell;2025-11-22 05:48:50;2025-11-22 04:48:00;1.0;2735.87;2755.48;2755.43;2755.43;0.00;-17.03;-16.99;norm
2025-11-22 05:10:01.342845;Close OK. order_send(): by;pmxRKO;ETHUSD;buy;2025-11-22 06:10:01;2025-11-22 05:10:00;1.0;2754.98;2739.32;2739.32;2739.57;0.00;-13.60;-13.38;tOut
2025-11-22 05:12:13.218734;Close OK. order_send(): by;pmxRKO;ETHUSD;buy;2025-11-22 07:10:01;2025-11-22 06:10:00;1.0;2742.23;2736.37;2736.37;2736.37;0.00;-5.09;-5.09;norm
2025-11-22 06:15:01.360419;Close OK. order_send(): by;pmxRKO;ETHUSD;sell;2025-11-22 07:15:01;2025-11-22 06:15:00;1.0;2732.07;2744.13;2744.13;2743.78;0.00;-10.48;-10.17;tOut
2025-11-22 07:18:02.666625;Close OK. order_send(): by;pmxRKO;ETHUSD;sell;2025-11-22 08:18:01;2025-11-22 07:18:00;1.0;2733.87;2743.38;2743.38;2743.58;0.00;-8.26;-8.43;tOut
2025-11-22 07:32:28.246849;Close OK. order_send(): by;pmxRKO;ETHUSD;sell;2025-11-22 09:18:02;2025-11-22 08:18:00;1.0;2740.87;2756.13;2756.23;2756.23;0.00;-13.25;-13.34;norm
2025-11-22 09:21:01.738664;Close OK. order_send(): by;pmxRKO;ETHUSD;buy;2025-11-22 09:36:01;2025-11-22 08:36:00;1.0;2762.93;2730.72;2731.07;2731.22;0.00;-27.98;-27.54;norm
2025-11-22 10:12:32.212679;Close OK. order_send(): by;pmxRKO;ETHUSD;sell;2025-11-22 11:21:01;2025-11-22 10:21:00;1.0;2731.07;2739.78;2739.78;2739.73;0.00;-7.57;-7.52;norm
2025-11-22 11:23:01.766777;Close OK. order_send(): by;pmxRKO;ETHUSD;sell;2025-11-22 12:23:01;2025-11-22 11:23:00;1.0;2722.22;2720.73;2720.73;2720.68;0.00;1.29;1.34;tOut
2025-11-22 12:08:58.247249;Close OK. order_send(): by;pmxRKO;ETHUSD;sell;2025-11-22 13:23:01;None;1.0;2718.12;2721.93;2721.93;2722.03;0.00;-3.31;-3.40;norm
2025-11-22 13:08:44.305950;Close OK. order_send(): by;pmxRKO;ETHUSD;buy;2025-11-22 14:30:01;2025-11-22 13:30:00;1.0;2735.33;2718.77;2718.77;2719.17;0.00;-14.38;-14.04;norm
2025-11-22 14:08:44.335222;Close OK. order_send(): by;pmxRKO;ETHUSD;sell;2025-11-22 15:08:44;2025-11-22 14:08:00;1.0;2718.72;2720.78;2720.98;2720.98;0.00;-1.79;-1.96;tOut
2025-11-22 15:08:11.195548;Close OK. order_send(): by;pmxRKO;ETHUSD;sell;2025-11-22 16:08:44;2025-11-22 15:08:00;1.0;2718.12;2738.58;2738.58;2737.43;0.00;-17.77;-16.77;norm
2025-11-22 21:49:16.289355;Close OK. order_send(): by;pmxRKO;ETHUSD;buy;2025-11-22 19:46:01;2025-11-22 18:46:00;1.0;2754.78;2734.22;2734.22;2734.37;0.00;-17.86;-17.73;norm
2025-11-23 00:16:29.245892;Close OK. order_send(): by;pmxRKO;ETHUSD;buy;2025-11-23 01:56:01;2025-11-23 00:56:00;1.0;2787.98;2769.67;2769.62;2769.87;0.00;-15.90;-15.73;norm
2025-11-23 05:36:36.267233;Close OK. order_send(): by;pmxRKO;ETHUSD;buy;2025-11-23 05:45:08;None;1.0;2828.08;2821.27;2821.27;2821.27;0.00;-5.92;-5.92;norm
2025-11-23 09:21:24.231469;Close OK. order_send(): by;pmxRKO;ETHUSD;sell;2025-11-23 10:17:57;2025-11-23 09:17:00;1.0;2786.62;2807.28;2807.28;2807.48;0.00;-17.95;-18.12;norm
2025-11-23 10:21:24.314596;Close OK. order_send(): by;pmxRKO;ETHUSD;buy;2025-11-23 11:21:24;2025-11-23 10:21:00;1.0;2807.53;2811.92;2811.92;2811.92;0.00;3.81;3.81;tOut
2025-11-23 11:21:25.264702;Close OK. order_send(): by;pmxRKO;ETHUSD;buy;2025-11-23 12:21:24;2025-11-23 11:21:00;1.0;2814.48;2800.57;2800.57;2800.57;0.00;-12.08;-12.08;tOut
2025-11-23 13:17:35.225194;Close OK. order_send(): by;pmxRKO;ETHUSD;buy;2025-11-23 13:21:25;None;1.0;2803.18;2838.52;2838.77;2838.77;0.00;30.70;30.91;tp
2025-11-25 20:39:00.227294;Close OK. order_send(): by;pmxRKO;ETHUSD;sell;2025-11-25 22:36:01;2025-11-25 21:36:00;1.0;2886.87;2892.38;2892.48;2892.48;0.00;-4.76;-4.85;norm
